ubicacion,owners,owner_count,articles,article_count,tipologia,width_mode,stock_pal_total,pasillo,columna,altura,denominacion_propietario,assigned_owner,owner_bucket,unit_resultante,eu_equivalente_factor
014-132-30,[82],1,['65089'],1,EU,EU,1.0,14.0,132.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-132-40,[82],1,['72089'],1,EU,EU,4.0,14.0,132.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-133-10,[3],1,['202079'],1,EU,EU,11.0,14.0,133.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-133-30,[4],1,['202057'],1,TR,TR,22.0,14.0,133.0,30.0,SOLAN,4,4,posicion_rack,3.0
014-133-40,[96],1,['202023'],1,EU,EU,6.0,14.0,133.0,40.0,VENUES,96,96,posicion_rack,1.0
014-134-00,[96],1,['91253'],1,suelo_250,S,2.0,14.0,134.0,0.0,VENUES,96,96,posicion_suelo,1.0
014-134-10,[34],1,['75014'],1,EU,EU,3.0,14.0,134.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-134-20,[34],1,['74019'],1,EU,EU,270.0,14.0,134.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-134-30,[82],1,['65089'],1,EU,EU,1.0,14.0,134.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-134-40,[82],1,['72090'],1,EU,EU,8.0,14.0,134.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-135-10,[23],1,['202080'],1,EU,EU,3.0,14.0,135.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-135-30,[3],1,['202003'],1,EU,EU,15.0,14.0,135.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-135-40,[14],1,['202010'],1,EU,EU,2.0,14.0,135.0,40.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.0
014-136-00,[96],1,['91270'],1,suelo_250,S,2.0,14.0,136.0,0.0,VENUES,96,96,posicion_suelo,1.0
014-136-10,[72],1,['65071'],1,EU,EU,216.0,14.0,136.0,10.0,LA SALVE,72,72,posicion_rack,1.0
014-136-20,[34],1,['74019'],1,EU,EU,270.0,14.0,136.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-136-30,[82],1,['65089'],1,EU,EU,1.0,14.0,136.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-136-40,[82],1,['65089'],1,EU,EU,1.0,14.0,136.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-137-10,[34],1,['202022'],1,EU,EU,12.0,14.0,137.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-137-20,[34],1,['202011'],1,EU,EU,9.0,14.0,137.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-137-30,[32],1,['202010'],1,EU,EU,3.0,14.0,137.0,30.0,MCC CENTRO - OESTE,32,32,posicion_rack,1.0
014-137-40,[5],1,['202042'],1,EU,EU,5.0,14.0,137.0,40.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-138-00,[96],1,['174152'],1,suelo_250,S,2.0,14.0,138.0,0.0,VENUES,96,96,posicion_suelo,1.0
014-138-10,[5],1,['62002'],1,EU,EU,648.0,14.0,138.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-138-20,[34],1,['74019'],1,EU,EU,147.0,14.0,138.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-138-30,[95],1,['72112'],1,EU,EU,3.0,14.0,138.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-138-40,[82],1,['65089'],1,EU,EU,996.0,14.0,138.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-139-00,[24],1,['202078'],1,suelo_250,EU,1.0,14.0,139.0,0.0,MCC MADRID,24,24,posicion_suelo,1.0
014-139-10,[4],1,['202024'],1,EU,EU,28.0,14.0,139.0,10.0,SOLAN,4,4,posicion_rack,1.0
014-139-20,[23],1,['202044'],1,EU,EU,2.0,14.0,139.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-139-30,[34],1,['202010'],1,TR,TR,5.0,14.0,139.0,30.0,CUENTAS NACIONALES,34,34,posicion_rack,3.0
014-139-40,[96],1,['202022'],1,TR,TR,15.0,14.0,139.0,40.0,VENUES,96,96,posicion_rack,3.0
014-140-00,[34],1,['202060'],1,suelo_250,S,20.0,14.0,140.0,0.0,CUENTAS NACIONALES,34,34,posicion_suelo,1.0
014-140-20,[24],1,['72127'],1,EU,EU,5.0,14.0,140.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
014-140-30,[82],1,['65089'],1,EU,EU,1.0,14.0,140.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-140-40,[82],1,['65089'],1,EU,EU,1.0,14.0,140.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-142-00,[96],1,['174152'],1,suelo_250,EU,2.0,14.0,142.0,0.0,VENUES,96,96,posicion_suelo,1.0
014-142-20,[4],1,['131023'],1,EU,EU,316.0,14.0,142.0,20.0,SOLAN,4,4,posicion_rack,1.0
014-142-30,[82],1,['65089'],1,EU,EU,1.0,14.0,142.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-142-40,[24],1,['72127'],1,EU,EU,5.0,14.0,142.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-144-00,[74],1,['161176'],1,suelo_250,S,1.0,14.0,144.0,0.0,EXPERIENCIA Y CRECIMIENTO DE CLIENTES,74,74,posicion_suelo,1.0
014-144-20,[24],1,['72127'],1,EU,EU,5.0,14.0,144.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
014-144-30,[82],1,['65089'],1,EU,EU,1.0,14.0,144.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-144-40,[24],1,['72127'],1,EU,EU,5.0,14.0,144.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-146-00,[23],1,['174013'],1,suelo_250,S,2.0,14.0,146.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
014-146-20,[24],1,['72127'],1,EU,EU,5.0,14.0,146.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
014-146-30,[82],1,['65089'],1,EU,EU,1.0,14.0,146.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-146-40,[98],1,['72116'],1,EU,EU,1.0,14.0,146.0,40.0,MAHOU CANAL,98,98,posicion_rack,1.0
014-148-10,[34],1,['74030'],1,EU,EU,270.0,14.0,148.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-148-20,[14],1,['65081'],1,EU,EU,330.0,14.0,148.0,20.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.0
014-148-30,[24],1,['72127'],1,EU,EU,5.0,14.0,148.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-148-40,[82],1,['65089'],1,EU,EU,1.0,14.0,148.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-150-00,[23],1,['93198'],1,suelo_250,S,4.0,14.0,150.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
014-150-10,[34],1,['74030'],1,EU,EU,270.0,14.0,150.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-150-20,[24],1,['72127'],1,EU,EU,5.0,14.0,150.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
014-150-30,[82],1,['72089'],1,EU,EU,1.0,14.0,150.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-150-40,[4],1,['143046'],1,EU,EU,24.0,14.0,150.0,40.0,SOLAN,4,4,posicion_rack,1.0
014-152-00,[74],1,['161177'],1,suelo_250,S,1.0,14.0,152.0,0.0,EXPERIENCIA Y CRECIMIENTO DE CLIENTES,74,74,posicion_suelo,1.0
014-152-10,[3],1,['124226'],1,EU,EU,280.0,14.0,152.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-152-20,[4],1,['75005'],1,EU,EU,6.0,14.0,152.0,20.0,SOLAN,4,4,posicion_rack,1.0
014-152-30,[82],1,['65089'],1,EU,EU,1.0,14.0,152.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-152-40,[98],1,['72116'],1,EU,EU,1.0,14.0,152.0,40.0,MAHOU CANAL,98,98,posicion_rack,1.0
014-154-10,[34],1,['74030'],1,EU,EU,270.0,14.0,154.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-154-20,[24],1,['72127'],1,EU,EU,5.0,14.0,154.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
014-154-30,[82],1,['65089'],1,EU,EU,1.0,14.0,154.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-154-40,[82],1,['65089'],1,EU,EU,1.0,14.0,154.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-156-00,[23],1,['174013'],1,suelo_250,S,2.0,14.0,156.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
014-156-10,[34],1,['74030'],1,EU,EU,324.0,14.0,156.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-156-20,[34],1,['74019'],1,EU,EU,306.0,14.0,156.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-156-30,[82],1,['65089'],1,EU,EU,1.0,14.0,156.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-156-40,[82],1,['65089'],1,EU,EU,1.0,14.0,156.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-158-10,[34],1,['74030'],1,EU,EU,270.0,14.0,158.0,10.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-158-20,[95],1,['65051'],1,EU,EU,252.0,14.0,158.0,20.0,INNOVACION,95,95,posicion_rack,1.0
014-158-30,[24],1,['72127'],1,EU,EU,5.0,14.0,158.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-158-40,[95],1,['72112'],1,EU,EU,3.0,14.0,158.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-160-00,[3],1,['202016'],1,suelo_250,EU,24.0,14.0,160.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
014-160-10,[23],1,['71144'],1,EU,EU,216.0,14.0,160.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-160-20,[24],1,['72127'],1,EU,EU,5.0,14.0,160.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
014-160-30,[98],1,['71163'],1,EU,EU,756.0,14.0,160.0,30.0,MAHOU CANAL,98,98,posicion_rack,1.0
014-160-40,[4],1,['143046'],1,EU,EU,24.0,14.0,160.0,40.0,SOLAN,4,4,posicion_rack,1.0
014-162-00,[3],1,['202016'],1,suelo_250,EU,24.0,14.0,162.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
014-162-10,[23],1,['72114'],1,EU,EU,5.0,14.0,162.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-162-20,[98],1,['72116'],1,EU,EU,1.0,14.0,162.0,20.0,MAHOU CANAL,98,98,posicion_rack,1.0
014-162-30,[23],1,['61002'],1,EU,EU,744.0,14.0,162.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-162-40,[4],1,['143046'],1,EU,EU,29.0,14.0,162.0,40.0,SOLAN,4,4,posicion_rack,1.0
015-001-00,[4],1,['172088'],1,suelo_250,S,2.0,15.0,1.0,0.0,SOLAN,4,4,posicion_suelo,1.0
015-001-10,[3],1,['12012'],1,EU,EU,912.0,15.0,1.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
015-001-30,[82],1,['13086'],1,EU,EU,864.0,15.0,1.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
015-001-40,[3],1,['18428'],1,EU,EU,1.0,15.0,1.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
015-002-00,[96],1,['16045'],1,suelo_126,EU,4.0,15.0,2.0,0.0,VENUES,96,96,posicion_suelo,1.0
015-002-07,[4],1,['18107'],1,balda_9h,BD,20.0,15.0,2.0,7.0,SOLAN,4,4,subhueco_balda,0.1111111111111111
015-002-08,[90],1,['14042'],1,balda_9h,BD,120.0,15.0,2.0,8.0,HUB CONTENIDO & ACTIVACION,90,90,subhueco_balda,0.1111111111111111
015-002-09,[96],1,['14001'],1,balda_9h,BD,24.0,15.0,2.0,9.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-002-10,[23],1,['16010'],1,EU,EU,3.0,15.0,2.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
015-002-30,[23],1,['12012'],1,EU,EU,1.0,15.0,2.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
015-002-40,[30],1,['16010'],1,EU,EU,12.0,15.0,2.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
015-003-00,[62],1,['161203'],1,suelo_250,S,1.0,15.0,3.0,0.0,MAHOU JOVEN,62,62,posicion_suelo,1.0
015-003-20,[29],1,['14042'],1,EU,EU,144.0,15.0,3.0,20.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-003-30,[29],1,['14014'],1,EU,EU,1.0,15.0,3.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-003-40,[30],1,['14009'],1,EU,EU,360.0,15.0,3.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
015-004-00,[62],1,['16024'],1,suelo_126,EU,1.0,15.0,4.0,0.0,MAHOU JOVEN,62,62,posicion_suelo,1.0
015-004-07,[96],1,['14926'],1,balda_9h,BD,72.0,15.0,4.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-004-09,[30],1,['14039'],1,balda_9h,BD,24.0,15.0,4.0,9.0,EVENTOS COMERCIALES,30,30,subhueco_balda,0.1111111111111111
015-004-30,[96],1,['11024'],1,EU,EU,598.0,15.0,4.0,30.0,VENUES,96,96,posicion_rack,1.0
015-004-40,[29],1,['16010'],1,EU,EU,6.0,15.0,4.0,40.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-005-00,[30],1,['41068'],1,suelo_250,S,1.0,15.0,5.0,0.0,EVENTOS COMERCIALES,30,30,posicion_suelo,1.0
015-005-30,[29],1,['14014'],1,EU,EU,432.0,15.0,5.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-005-40,[30],1,['18072'],1,EU,EU,1.0,15.0,5.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
015-006-00,[89],1,['16045'],1,suelo_126,EU,2.0,15.0,6.0,0.0,BRAND MANAGEMENT MERCADO,89,89,posicion_suelo,1.0
015-006-07,[96],1,['14000'],1,balda_9h,BD,24.0,15.0,6.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-006-08,[29],1,['14012'],1,balda_9h,BD,24.0,15.0,6.0,8.0,MAHOU FUTBOL,29,29,subhueco_balda,0.1111111111111111
015-006-20,[29],1,['14012'],1,EU,EU,168.0,15.0,6.0,20.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-006-30,[62],1,['18428'],1,EU,EU,1.0,15.0,6.0,30.0,MAHOU JOVEN,62,62,posicion_rack,1.0
015-006-40,[90],1,['11110'],1,EU,EU,504.0,15.0,6.0,40.0,HUB CONTENIDO & ACTIVACION,90,90,posicion_rack,1.0
015-007-00,[5],1,['161125'],1,suelo_250,S,1.0,15.0,7.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
015-007-10,[3],1,['14926'],1,EU,EU,1.0,15.0,7.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
015-007-20,[96],1,['11000'],1,EU,EU,336.0,15.0,7.0,20.0,VENUES,96,96,posicion_rack,1.0
015-008-00,[71],1,['16071'],1,suelo_126,EU,1.0,15.0,8.0,0.0,BUDWEISER,71,71,posicion_suelo,1.0
015-008-30,[29],1,['18428'],1,EU,EU,440.0,15.0,8.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-009-00,[5],1,['41027'],1,suelo_250,S,2.0,15.0,9.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
015-009-10,[86],1,['12018'],1,EU,EU,816.0,15.0,9.0,10.0,GOLF,86,86,posicion_rack,1.0
015-009-20,[29],1,['16010'],1,EU,EU,12.0,15.0,9.0,20.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-009-40,[29],1,['14014'],1,EU,EU,192.0,15.0,9.0,40.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-010-00,[23],1,['16045'],1,suelo_126,EU,5.0,15.0,10.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
015-010-07,[3],1,['18073'],1,balda_9h,BD,48.0,15.0,10.0,7.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
015-010-09,[30],1,['18072'],1,balda_9h,BD,72.0,15.0,10.0,9.0,EVENTOS COMERCIALES,30,30,subhueco_balda,0.1111111111111111
015-010-30,[3],1,['14926'],1,EU,EU,1.0,15.0,10.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
015-010-40,[23],1,['12012'],1,EU,EU,72.0,15.0,10.0,40.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
015-011-00,[3],1,['95003'],1,suelo_250,S,1.0,15.0,11.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
015-011-20,[4],1,['18073'],1,EU,EU,2.0,15.0,11.0,20.0,SOLAN,4,4,posicion_rack,1.0
015-011-30,[4],1,['18073'],1,EU,EU,1.0,15.0,11.0,30.0,SOLAN,4,4,posicion_rack,1.0
015-011-40,[96],1,['11130'],1,EU,EU,720.0,15.0,11.0,40.0,VENUES,96,96,posicion_rack,1.0
015-012-00,[29],1,['16024'],1,suelo_126,EU,2.0,15.0,12.0,0.0,MAHOU FUTBOL,29,29,posicion_suelo,1.0
015-012-07,[96],1,['15005'],1,balda_9h,BD,144.0,15.0,12.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-012-09,[29],1,['14015'],1,balda_9h,BD,24.0,15.0,12.0,9.0,MAHOU FUTBOL,29,29,subhueco_balda,0.1111111111111111
015-012-10,[29],1,['11129'],1,EU,EU,1.0,15.0,12.0,10.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-012-40,[4],1,['18072'],1,EU,EU,192.0,15.0,12.0,40.0,SOLAN,4,4,posicion_rack,1.0
015-013-07,[96],1,['12016'],1,balda_9h,BD,48.0,15.0,13.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-013-08,[77],1,['14012'],1,balda_9h,BD,96.0,15.0,13.0,8.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
015-013-09,[23],1,['11026'],1,balda_9h,BD,36.0,15.0,13.0,9.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
015-013-10,[62],1,['14042'],1,EU,EU,72.0,15.0,13.0,10.0,MAHOU JOVEN,62,62,posicion_rack,1.0
015-013-40,[96],1,['11130'],1,EU,EU,144.0,15.0,13.0,40.0,VENUES,96,96,posicion_rack,1.0
015-014-00,[29],1,['16024'],1,suelo_126,EU,15.0,15.0,14.0,0.0,MAHOU FUTBOL,29,29,posicion_suelo,1.0
015-014-08,[96],1,['15179'],1,balda_9h,BD,24.0,15.0,14.0,8.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-014-09,[77],1,['11104'],1,balda_9h,BD,24.0,15.0,14.0,9.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
015-014-10,[29],1,['11110'],1,EU,EU,1.0,15.0,14.0,10.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-014-20,[62],1,['18428'],1,EU,EU,400.0,15.0,14.0,20.0,MAHOU JOVEN,62,62,posicion_rack,1.0
015-014-30,[96],1,['11024'],1,EU,EU,600.0,15.0,14.0,30.0,VENUES,96,96,posicion_rack,1.0
015-015-00,[23],1,['92130'],1,suelo_126,S,1.0,15.0,15.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
015-015-07,[61],1,['11013'],1,balda_9h,BD,48.0,15.0,15.0,7.0,MAHOU CORPORATIVO,61,61,subhueco_balda,0.1111111111111111
015-015-08,[23],1,['11104'],1,balda_9h,BD,72.0,15.0,15.0,8.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
015-015-09,[23],1,['15186'],1,balda_9h,BD,48.0,15.0,15.0,9.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
015-015-20,[96],1,['11115'],1,EU,EU,24.0,15.0,15.0,20.0,VENUES,96,96,posicion_rack,1.0
015-015-30,[23],1,['15188'],1,EU,EU,480.0,15.0,15.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
015-016-07,[4],1,['18030'],1,balda_9h,BD,2.0,15.0,16.0,7.0,SOLAN,4,4,subhueco_balda,0.1111111111111111
015-016-08,[4],1,['18078'],1,balda_9h,BD,12.0,15.0,16.0,8.0,SOLAN,4,4,subhueco_balda,0.1111111111111111
015-016-10,[62],1,['11127'],1,EU,EU,408.0,15.0,16.0,10.0,MAHOU JOVEN,62,62,posicion_rack,1.0
015-016-30,[23],1,['16010'],1,EU,EU,2.0,15.0,16.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
015-016-40,[96],1,['11024'],1,EU,EU,600.0,15.0,16.0,40.0,VENUES,96,96,posicion_rack,1.0
015-017-07,[96],1,['15003'],1,balda_9h,BD,48.0,15.0,17.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-017-08,[96],1,['12019'],1,balda_9h,BD,24.0,15.0,17.0,8.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-017-30,[96],1,['14039'],1,EU,EU,840.0,15.0,17.0,30.0,VENUES,96,96,posicion_rack,1.0
015-017-40,[30],1,['14042'],1,EU,EU,240.0,15.0,17.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
015-018-08,[5],1,['12034'],1,balda_9h,BD,96.0,15.0,18.0,8.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
015-018-09,[30],1,['18073'],1,balda_9h,BD,48.0,15.0,18.0,9.0,EVENTOS COMERCIALES,30,30,subhueco_balda,0.1111111111111111
015-018-10,[23],1,['18428'],1,EU,EU,360.0,15.0,18.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
015-018-20,[96],1,['14012'],1,EU,EU,1.0,15.0,18.0,20.0,VENUES,96,96,posicion_rack,1.0
015-018-30,[29],1,['16015'],1,EU,EU,12.0,15.0,18.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-018-40,[4],1,['18072'],1,EU,EU,672.0,15.0,18.0,40.0,SOLAN,4,4,posicion_rack,1.0
015-019-07,[77],1,['14026'],1,balda_9h,BD,24.0,15.0,19.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
015-019-09,[3],1,['12070'],1,balda_9h,BD,106.0,15.0,19.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
015-020-07,[96],1,['11009'],1,balda_9h,BD,72.0,15.0,20.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-020-09,[96],1,['11026'],1,balda_9h,BD,36.0,15.0,20.0,9.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-020-10,[96],1,['12036'],1,EU,EU,288.0,15.0,20.0,10.0,VENUES,96,96,posicion_rack,1.0
015-020-20,[96],1,['16037'],1,EU,EU,5.0,15.0,20.0,20.0,VENUES,96,96,posicion_rack,1.0
015-020-40,[3],1,['18073'],1,EU,EU,2.0,15.0,20.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
015-021-09,[4],1,['18073'],1,balda_9h,BD,24.0,15.0,21.0,9.0,SOLAN,4,4,subhueco_balda,0.1111111111111111
015-021-10,[30],1,['12036'],1,EU,EU,192.0,15.0,21.0,10.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
015-021-30,[3],1,['14926'],1,EU,EU,84.0,15.0,21.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
015-022-07,[77],1,['13008'],1,balda_9h,BD,24.0,15.0,22.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
015-022-08,[96],1,['18073'],1,balda_9h,BD,144.0,15.0,22.0,8.0,VENUES,96,96,subhueco_balda,0.1111111111111111
015-022-09,[77],1,['14009'],1,balda_9h,BD,24.0,15.0,22.0,9.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
015-022-30,[24],1,['18018'],1,EU,EU,175.0,15.0,22.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
015-022-40,[30],1,['18072'],1,EU,EU,240.0,15.0,22.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
015-023-07,[77],1,['12061'],1,balda_9h,BD,24.0,15.0,23.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
015-023-10,[96],1,['11029'],1,EU,EU,432.0,15.0,23.0,10.0,VENUES,96,96,posicion_rack,1.0
015-023-20,[4],1,['18078'],1,EU,EU,72.0,15.0,23.0,20.0,SOLAN,4,4,posicion_rack,1.0
015-023-40,[4],1,['18078'],1,EU,EU,408.0,15.0,23.0,40.0,SOLAN,4,4,posicion_rack,1.0
015-024-07,[34],1,['14039'],1,balda_9h,BD,48.0,15.0,24.0,7.0,CUENTAS NACIONALES,34,34,subhueco_balda,0.1111111111111111
015-024-10,[96],1,['12019'],1,EU,EU,456.0,15.0,24.0,10.0,VENUES,96,96,posicion_rack,1.0
015-024-20,[96],1,['16025'],1,EU,EU,2.0,15.0,24.0,20.0,VENUES,96,96,posicion_rack,1.0
015-024-30,[29],1,['14012'],1,EU,EU,888.0,15.0,24.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
015-024-40,[4],1,['18071'],1,EU,EU,936.0,15.0,24.0,40.0,SOLAN,4,4,posicion_rack,1.0
015-025-07,[34],1,['14039'],1,balda_9h,BD,24.0,15.0,25.0,7.0,CUENTAS NACIONALES,34,34,subhueco_balda,0.1111111111111111
015-025-08,[34],1,['11110'],1,balda_9h,BD,96.0,15.0,25.0,8.0,CUENTAS NACIONALES,34,34,subhueco_balda,0.1111111111111111
015-025-20,[3],1,['14042'],1,EU,EU,336.0,15.0,25.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
015-025-40,[62],1,['16024'],1,EU,EU,3.0,15.0,25.0,40.0,MAHOU JOVEN,62,62,posicion_rack,1.0
015-026-07,[30],1,['15003'],1,balda_9h,BD,72.0,15.0,26.0,7.0,EVENTOS COMERCIALES,30,30,subhueco_balda,0.1111111111111111
015-026-10,[62],1,['16024'],1,EU,EU,5.0,15.0,26.0,10.0,MAHOU JOVEN,62,62,posicion_rack,1.0
015-026-20,[4],1,['18412'],1,EU,EU,504.0,15.0,26.0,20.0,SOLAN,4,4,posicion_rack,1.0
015-026-30,[23],1,['16024'],1,EU,EU,12.0,15.0,26.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
