ubicacion,owner,article,tipologia,width,stock_pal_total,pallet_rows,denominacion,pasillo,columna,altura,denominacion_propietario
012-037-10,96,91283,EU,EU,1.0,1,BARRA NEGRA LUMINOSA CON RUEDAS VINILABL,12.0,37.0,10.0,VENUES
012-037-20,23,91287,EU,EU,1.0,1,MOSTRADOR DORADO ENCIMERA BLANCA 2 BALDA,12.0,37.0,20.0,MAHOU-MARKETING OCIO
012-037-30,3,31059,EU,EU,7.0,1,SILLA HILO NEGRO GANS/JARDIN ALHAMBRA,12.0,37.0,30.0,ALHAMBRA
012-037-40,3,161045,EU,EU,2.0,1,LAVAVAJILLAS PEQUENO,12.0,37.0,40.0,ALHAMBRA
012-038-00,30,92031,suelo_126,S,1.0,1,BARRA MADERA  ENCIMERA MADERA Y BORDE ME,12.0,38.0,0.0,EVENTOS COMERCIALES
012-038-08,3,51399,balda_9h,BD,1.0,1,LUMINOSO RECTANGULAR CELOSIA ALHAMBRA MA,12.0,38.0,8.0,ALHAMBRA
012-038-09,32,51254,balda_9h,BD,1.0,1,LUMINOSO TRANSPARENTE VIBRA MAHOU,12.0,38.0,9.0,MCC CENTRO - OESTE
012-038-10,23,42003,EU,EU,36.0,1,COJIN ROJO FACTORIA  MAHOU,12.0,38.0,10.0,MAHOU-MARKETING OCIO
012-038-20,5,191074,EU,EU,9.0,1,FLYBUNNER SM DAY VERDE,12.0,38.0,20.0,SAN MIGUEL
012-038-30,3,143022,EU,EU,60.0,1,CAJA DECORACION BOTELLA VERDE ALHAMBRA,12.0,38.0,30.0,ALHAMBRA
012-038-40,96,146104,EU,EU,3.0,1,BARRIL MESA DECORACION MADRID NOS LIA RO,12.0,38.0,40.0,VENUES
012-039-00,3,204000,suelo_126,S,22.0,1,BASE SOMBRILLA GRIS,12.0,39.0,0.0,ALHAMBRA
012-039-09,3,112040,balda_9h,BD,277.0,1,DELANTAL/PETO MARRON LOGO NEGRO ALHAMBRA,12.0,39.0,9.0,ALHAMBRA
012-039-20,23,103586,EU,EU,41.0,1,CAMISETA BLANCA VIBRA MAHOU TALLA L PART,12.0,39.0,20.0,MAHOU-MARKETING OCIO
012-039-30,90,127075,EU,EU,50.0,1,PIZARRA MADERA GAYMERS,12.0,39.0,30.0,HUB CONTENIDO & ACTIVACION
012-039-40,3,49047,EU,EU,8.0,1,CAJON METAL ESTANTERIA JARDIN ALHAMBRA,12.0,39.0,40.0,ALHAMBRA
012-040-00,3,92119,suelo_126,S,2.0,1,BARRA ARPILLERA SABOREA SIN PRISA ALHAM,12.0,40.0,0.0,ALHAMBRA
012-040-10,24,51106,EU,EU,1.0,1,LUMINOSO BOMBILLAS METAL BASE ROJA,12.0,40.0,10.0,MCC MADRID
012-040-20,24,22167,EU,EU,2.0,1,MESA CUADRADA MADERA DON GIOVANNI,12.0,40.0,20.0,MCC MADRID
012-040-30,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,40.0,30.0,SOLAN
012-041-09,79,124277,balda_9h,BD,6.0,1,CAJA/ESTUCHE REGALO SAN MIGUEL VERDE VAL,12.0,41.0,9.0,SAN MIGUEL CORPORATIVO
012-041-10,82,22214,EU,EU,1.0,1,MESA ALTA CUADRADA BRUTUS BASE NEGRA CUA,12.0,41.0,10.0,BRUTUS DESARROLLO COMERCIAL
012-041-20,3,91170,EU,EU,2.0,1,BARRA ESQUINERA BARRA 360 SABOREA ALH,12.0,41.0,20.0,ALHAMBRA
012-041-30,3,21204,EU,EU,15.0,1,MESA IKEA BAJA C/BANDEJA NEGRA ALHAMBRA,12.0,41.0,30.0,ALHAMBRA
012-041-40,24,22013,EU,EU,4.0,1,MESA 80X60CM CUADRADA NEGRA DON GIOVANNI,12.0,41.0,40.0,MCC MADRID
012-042-00,23,92130,suelo_126,S,1.0,1,"BARRA CON LED MADERA LOGO ""M"" MAHOU",12.0,42.0,0.0,MAHOU-MARKETING OCIO
012-042-08,62,51366,balda_9h,BD,1.0,1,LUMINOSO PEQUENO 2 PIEZAS UNIDOS POR CAB,12.0,42.0,8.0,MAHOU JOVEN
012-042-09,3,51252,balda_9h,BD,1.0,1,LUMINOSO BLANCO SIN PRISA 84X37CM,12.0,42.0,9.0,ALHAMBRA
012-042-10,34,51106,EU,EU,1.0,1,LUMINOSO BOMBILLAS METAL BASE ROJA,12.0,42.0,10.0,CUENTAS NACIONALES
012-042-20,3,32128,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,42.0,20.0,ALHAMBRA
012-042-30,3,91195,EU,EU,1.0,1,BARRA MADERA ALHAMBRA 2023 150CM L.,12.0,42.0,30.0,ALHAMBRA
012-043-01,3,162040,balda_9h,BD,2.0,1,CAJA DE AURICULAR Y PINGANILLO,12.0,43.0,1.0,ALHAMBRA
012-043-02,3,171128,balda_9h,BD,1.0,1,ATRIL PARA PARTITURA JARDIN ALHAMBRA,12.0,43.0,2.0,ALHAMBRA
012-043-03,3,161158,balda_9h,BD,1.0,1,VAPORERA KITCHENMINIS JARDIN ALHAMBRA,12.0,43.0,3.0,ALHAMBRA
012-043-04,3,161160,balda_9h,BD,2.0,1,FREIDORA PROFESIONAL METRO JARDIN ALHA,12.0,43.0,4.0,ALHAMBRA
012-043-05,3,171126,balda_9h,BD,4.0,1,SOPORTE PIE DE GUITARRA,12.0,43.0,5.0,ALHAMBRA
012-043-06,3,49037,balda_9h,BD,1.0,1,KIT HERRAMIENTA,12.0,43.0,6.0,ALHAMBRA
012-043-07,3,45018,balda_9h,BD,16.0,1,BALDA MADERA 40X40,12.0,43.0,7.0,ALHAMBRA
012-043-08,3,83156,balda_9h,BD,558.0,1,ABRIDOR ALHAMBRA VERDE,12.0,43.0,8.0,ALHAMBRA
012-043-09,3,161134,balda_9h,BD,2.0,1,PLACA INDUCCION 2 FUEGOS JARDIN ALHAMBRA,12.0,43.0,9.0,ALHAMBRA
012-043-10,3,32111,EU,EU,18.0,1,TABURETE MADERA A MEDIDA JARDIN ALHAMBRA,12.0,43.0,10.0,ALHAMBRA
012-043-20,3,176028,EU,EU,23.0,1,EXPOSITOR URNA METACRILATO RECTANGULAR,12.0,43.0,20.0,ALHAMBRA
012-043-30,3,109320,EU,EU,2.0,1,PANUELO HAMACA MUJER ALHAMBRA,12.0,43.0,30.0,ALHAMBRA
012-043-40,3,32128,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,43.0,40.0,ALHAMBRA
012-044-00,3,92119,suelo_126,S,3.0,1,BARRA ARPILLERA SABOREA SIN PRISA ALHAM,12.0,44.0,0.0,ALHAMBRA
012-044-08,3,51004,balda_9h,BD,4.0,1,LUMINOSO CELOSIA ALHAMBRA (EPHIMERA),12.0,44.0,8.0,ALHAMBRA
012-044-09,3,74058,balda_9h,BD,2.0,1,TOTEM MINI BLANCO CELOSIA ALHAMBRA,12.0,44.0,9.0,ALHAMBRA
012-044-20,4,71176,EU,EU,72.0,1,VASO SOLAN AZUL EDICION ESPCIAL NAVIDAD,12.0,44.0,20.0,SOLAN
012-044-40,72,22198,EU,EU,4.0,1,MESA ALTA MADERA LA SALVE 50X50CM,12.0,44.0,40.0,LA SALVE
012-045-01,3,86096,balda_9h,BD,44.0,1,SERVILLETERO  ALHAMBRA SIN LOGO MADERA,12.0,45.0,1.0,ALHAMBRA
012-045-03,3,119003,balda_9h,BD,310.0,1,NECESER PESETA VARIOS MODELOS DINAMICA R,12.0,45.0,3.0,ALHAMBRA
012-045-04,3,86091,balda_9h,BD,45.0,1,BANDEJA RECTANGULAR  DE MADERA BAMBU,12.0,45.0,4.0,ALHAMBRA
012-045-05,3,161165,balda_9h,BD,1.0,1,THERMOMIX,12.0,45.0,5.0,ALHAMBRA
012-045-06,3,89115,balda_9h,BD,24.0,1,CERICERO VERDE ALHAMBRA PEQUENO CERAMICA,12.0,45.0,6.0,ALHAMBRA
012-045-07,3,86113,balda_9h,BD,21.0,1,SERVILLETERO NEGRO S/LOGO JARDIN ALH,12.0,45.0,7.0,ALHAMBRA
012-045-08,3,85032,balda_9h,BD,25.0,1,BANDEJA CAMARERO REDONDA,12.0,45.0,8.0,ALHAMBRA
012-045-09,3,161146,balda_9h,BD,2.0,1,TOSTADORA DOBLE CUARZO JARDIN ALHAMBRA,12.0,45.0,9.0,ALHAMBRA
012-045-10,6,127075,EU,EU,15.0,1,PIZARRA MADERA GAYMERS,12.0,45.0,10.0,CRAFT
012-045-20,3,91068,EU,EU,1.0,1,BARRA LOGO EN RELIEVE CERVEZAS ALHAMBRA,12.0,45.0,20.0,ALHAMBRA
012-045-30,3,91068,EU,EU,1.0,1,BARRA LOGO EN RELIEVE CERVEZAS ALHAMBRA,12.0,45.0,30.0,ALHAMBRA
012-045-40,3,32128,EU,EU,10.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,45.0,40.0,ALHAMBRA
012-046-08,23,51100,balda_9h,BD,1.0,1,LUMINOSO LED/ROJO M CON PEANA MAHOU,12.0,46.0,8.0,MAHOU-MARKETING OCIO
012-046-09,5,144052,balda_9h,BD,1.0,1,CUBO BLANCO SAN MIGUEL MANILA,12.0,46.0,9.0,SAN MIGUEL
012-046-10,61,151162,EU,EU,1.0,1,CORPOREO PEQUENO ESTRELLA BLANCA,12.0,46.0,10.0,MAHOU CORPORATIVO
012-046-30,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,46.0,30.0,SOLAN
012-046-40,3,32128,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,46.0,40.0,ALHAMBRA
012-047-01,3,125130,balda_9h,BD,11.0,1,TICKET INVITACION ROJO JARDIN ALHAMBRA 2,12.0,47.0,1.0,ALHAMBRA
012-047-02,3,124280,balda_9h,BD,1.0,1,CUBITERA ILUSTRADA MOD3 FIESTA FLAMENCA,12.0,47.0,2.0,ALHAMBRA
012-047-03,3,131145,balda_9h,BD,1.0,1,KIT OFICINA JARDIN ALHAMBRA 2CAJAS,12.0,47.0,3.0,ALHAMBRA
012-047-04,3,82028,balda_9h,BD,1.0,1,CUCHILLO HOJA 21CM ARCOS,12.0,47.0,4.0,ALHAMBRA
012-047-05,3,131147,balda_9h,BD,32.0,1,ESTUCHE PESETA CERVEZAS ALHAMBRA,12.0,47.0,5.0,ALHAMBRA
012-047-06,3,171129,balda_9h,BD,3.0,1,SOPORTE PIE DE TECLADO,12.0,47.0,6.0,ALHAMBRA
012-047-07,3,81029,balda_9h,BD,33.0,1,PLATO PIZARRA RECTANGULAR NEGRO,12.0,47.0,7.0,ALHAMBRA
012-047-08,3,86183,balda_9h,BD,60.0,1,SERVILLETERO MADERA VERDE ALHAMBRA CELOS,12.0,47.0,8.0,ALHAMBRA
012-047-09,3,83131,balda_9h,BD,46.0,1,TABLA DE CORTE PEQUENA JARDIN ALHAMBRA,12.0,47.0,9.0,ALHAMBRA
012-047-30,5,191075,EU,EU,10.0,1,FLYBUNNER SM DAY MARRON,12.0,47.0,30.0,SAN MIGUEL
012-047-40,95,86013,EU,EU,196.0,1,TABLE TENT MADERA LOS CERVECISTAS,12.0,47.0,40.0,INNOVACION
012-048-08,3,112012,balda_9h,BD,9.0,1,DELANTAL BEIGE ALHAMBRA,12.0,48.0,8.0,ALHAMBRA
012-048-30,3,131162,EU,EU,300.0,1,FUNDA ORDENADOR ALHAMBRA VARIOS MODELOS,12.0,48.0,30.0,ALHAMBRA
012-048-40,3,32129,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 EV,12.0,48.0,40.0,ALHAMBRA
012-049-01,3,107163,balda_9h,BD,2.0,1,SUDADERA VERDE 100 ANOS ALHAMBRA TALLA S,12.0,49.0,1.0,ALHAMBRA
012-049-02,3,82007,balda_9h,BD,22.0,1,CUCHARA ACERO INOX POSTRE,12.0,49.0,2.0,ALHAMBRA
012-049-03,3,131027,balda_9h,BD,3.0,1,CARPETA CON PINZA,12.0,49.0,3.0,ALHAMBRA
012-049-04,3,86089,balda_9h,BD,29.0,1,SERVILLETERO ALHAMBRA 2024 BLANCO (07313,12.0,49.0,4.0,ALHAMBRA
012-049-05,3,89082,balda_9h,BD,87.0,1,CENICERO METAL REDONDO JARDIN ALHAMBRA,12.0,49.0,5.0,ALHAMBRA
012-049-06,3,107108,balda_9h,BD,34.0,1,SUDADERA NEGRA T-S LOGO ALHAMBRA MANGA,12.0,49.0,6.0,ALHAMBRA
012-049-07,3,83151,balda_9h,BD,8.0,1,BOX ABRIDOR ALHAMBRA LAGER,12.0,49.0,7.0,ALHAMBRA
012-049-08,3,83035,balda_9h,BD,45.0,1,ABRIDOR MADERA C/CLAVO ALHAMBRA,12.0,49.0,8.0,ALHAMBRA
012-049-09,3,86009,balda_9h,BD,22.0,1,PORTAMENU MADERA  GANS  ALHAMBRA,12.0,49.0,9.0,ALHAMBRA
012-049-30,5,202073,EU,EU,53.0,1,SOMBRILLA DE PLAYA SAN MIGUEL VERDE CON,12.0,49.0,30.0,SAN MIGUEL
012-049-40,5,202073,EU,EU,39.0,1,SOMBRILLA DE PLAYA SAN MIGUEL VERDE CON,12.0,49.0,40.0,SAN MIGUEL
012-050-00,3,92192,suelo_126,EU,1.0,1,BARRA ENCALADO BLANCO CON BARRO ALHAMBRA,12.0,50.0,0.0,ALHAMBRA
012-050-08,5,144054,balda_9h,BD,2.0,1,CUBO BLANCO SAN MIGUEL YAKIMA VALLEY,12.0,50.0,8.0,SAN MIGUEL
012-050-09,5,144055,balda_9h,BD,2.0,1,"CUBO BLANCO SAN MIGUEL 0,0",12.0,50.0,9.0,SAN MIGUEL
012-050-10,3,144080,EU,EU,9.0,1,CUBO MADERA CUADRADO PEQUENO 25X25CM,12.0,50.0,10.0,ALHAMBRA
012-050-20,5,174036,EU,EU,1.0,1,TOTEM MADERA VERDE 100 CM SAN MIGUEL,12.0,50.0,20.0,SAN MIGUEL
012-050-30,3,32106,EU,EU,20.0,1,TABURETE BLANCO TAPA MADERA JARDIN ALH,12.0,50.0,30.0,ALHAMBRA
012-050-40,3,32128,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,50.0,40.0,ALHAMBRA
012-051-01,3,107165,balda_9h,BD,1.0,1,SUDADERA VERDE 100 ANOS ALHAMBRA TALLA L,12.0,51.0,1.0,ALHAMBRA
012-051-02,3,103195,balda_9h,BD,9.0,1,CAMISETA BLANCA ALHAMBRA MUJER T-L,12.0,51.0,2.0,ALHAMBRA
012-051-03,3,112050,balda_9h,BD,13.0,1,DELANTAL CORTO ALHAMBRA LOGO CELOSIA,12.0,51.0,3.0,ALHAMBRA
012-051-04,3,125129,balda_9h,BD,1.0,1,TICKET INVITACION AMARILLO JARDIN ALHAMB,12.0,51.0,4.0,ALHAMBRA
012-051-05,3,109318,balda_9h,BD,7.0,1,CHUBASQUERO CON CAPUCHA NEGRO SIN PERSON,12.0,51.0,5.0,ALHAMBRA
012-051-06,3,125131,balda_9h,BD,2.0,1,TICKET INVITACION NEGRO JARDIN ALHAMBRA,12.0,51.0,6.0,ALHAMBRA
012-051-07,3,146094,balda_9h,BD,60.0,1,PROTEGE BOTELLAS DE CARTON,12.0,51.0,7.0,ALHAMBRA
012-051-08,3,82008,balda_9h,BD,33.0,1,CUCHARA ACERO INOX. GANS,12.0,51.0,8.0,ALHAMBRA
012-051-09,3,87044,balda_9h,BD,5.0,1,PAPELERA CON PEDAL GRIS JARDIN ALHAMBRA,12.0,51.0,9.0,ALHAMBRA
012-051-10,5,91278,EU,EU,1.0,1,BARRA SAN MIGUEL MADERA Y CHAPA VERDE CO,12.0,51.0,10.0,SAN MIGUEL
012-051-30,3,124240,EU,EU,30.0,1,CUBITERA / ESTUCHE ALHAMBRA ESPECIAL,12.0,51.0,30.0,ALHAMBRA
012-052-08,5,144053,balda_9h,BD,2.0,1,CUBO BLANCO SAN MIGUEL SELECTA TOSTADA,12.0,52.0,8.0,SAN MIGUEL
012-052-09,5,144021,balda_9h,BD,1.0,1,CUBO NEGRO MANILA  SAN MIGUEL,12.0,52.0,9.0,SAN MIGUEL
012-052-30,4,87061,EU,EU,12.0,1,PAPELERA SOSTENIBILIDAD SOLAN 2025 (EVEN,12.0,52.0,30.0,SOLAN
012-052-40,4,35028,EU,EU,23.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,52.0,40.0,SOLAN
012-053-01,3,107097,balda_9h,BD,5.0,1,SUDADERA BEIGE T-L ALHAMBRA CERVEZA HE,12.0,53.0,1.0,ALHAMBRA
012-053-02,3,86143,balda_9h,BD,12.0,1,PLACA RESEVADO INOX JARDIN ALHAMBRA,12.0,53.0,2.0,ALHAMBRA
012-053-03,3,179029,balda_9h,BD,38.0,1,CHAPON DE ESTANTERIA CONTRAPESO NEGRO,12.0,53.0,3.0,ALHAMBRA
012-053-04,3,103139,balda_9h,BD,18.0,1,CAMISETA BLANCA T-L CHICA JARDIN ALHAM,12.0,53.0,4.0,ALHAMBRA
012-053-05,3,107162,balda_9h,BD,16.0,1,CHAQUETA MUJER CRUDO ALHAMBRA M,12.0,53.0,5.0,ALHAMBRA
012-053-06,3,113004,balda_9h,BD,12.0,1,TOALLA NEGRA,12.0,53.0,6.0,ALHAMBRA
012-053-07,3,179027,balda_9h,BD,17.0,1,T DE METACRILATO CON LOGO,12.0,53.0,7.0,ALHAMBRA
012-053-08,3,82027,balda_9h,BD,25.0,1,CUCHILLO MANGO NEGRO ARCOS JARDIN ALHAM,12.0,53.0,8.0,ALHAMBRA
012-053-09,3,179025,balda_9h,BD,9.0,1,PANEL CON MARCO PAVES VERDE,12.0,53.0,9.0,ALHAMBRA
012-053-20,3,51412,EU,EU,3.0,1,CUBO VERDE CON ESPEJO Y BASE LUMINOSO DE,12.0,53.0,20.0,ALHAMBRA
012-053-40,62,22217,EU,EU,2.0,1,MESA ATA ROJA METAL,12.0,53.0,40.0,MAHOU JOVEN
012-054-08,5,144018,balda_9h,BD,2.0,1,CUBO VERDE CERVEZAS SAN MIGUEL,12.0,54.0,8.0,SAN MIGUEL
012-054-09,5,144020,balda_9h,BD,1.0,1,CUBO BLANCO MANILA  SAN MIGUEL,12.0,54.0,9.0,SAN MIGUEL
012-054-30,3,22203,EU,EU,6.0,1,MESA ALTA MADERA ALHAMBRA 2024 50X50 EVE,12.0,54.0,30.0,ALHAMBRA
012-054-40,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,54.0,40.0,SOLAN
012-055-02,3,103192,balda_9h,BD,197.0,1,CAMISETA BLANCA ALHAMBRA HOMBRE T-L,12.0,55.0,2.0,ALHAMBRA
012-055-03,3,107171,balda_9h,BD,8.0,1,CHAQUETA MUJER CRUDO ALHAMBRA S,12.0,55.0,3.0,ALHAMBRA
012-055-04,3,125088,balda_9h,BD,4.0,1,TICKET BEBIDA NARANJA JARDIN ALHAMBRA 20,12.0,55.0,4.0,ALHAMBRA
012-055-05,3,51400,balda_9h,BD,1.0,1,LUMINOSO RECTANGULAR MOMENTOS ALHAMBRA M,12.0,55.0,5.0,ALHAMBRA
012-055-07,3,123108,balda_9h,BD,363.0,1,BOLSA KRAF VERTICAL 100 ANOS ALHAMBRA,12.0,55.0,7.0,ALHAMBRA
012-055-08,3,103194,balda_9h,BD,4.0,1,CAMISETA BLANCA ALH LOGO CHICA T-L,12.0,55.0,8.0,ALHAMBRA
012-055-09,3,102213,balda_9h,BD,26.0,1,CAMISETA BLANCA T-S CHICA JARDIN ALHAM,12.0,55.0,9.0,ALHAMBRA
012-055-30,3,31187,EU,EU,12.0,1,SILLA VERDE MADERA MIMBRE,12.0,55.0,30.0,ALHAMBRA
012-055-40,12,21022,EU,EU,2.0,1,MESA ALTA CUADRADA TAPA MADERA COLOR CAO,12.0,55.0,40.0,ESPACIOS CERVECERAS
012-056-08,5,144034,balda_9h,BD,1.0,1,CUBO CEMENTO MANILA  SAN MIGUEL,12.0,56.0,8.0,SAN MIGUEL
012-056-09,5,144044,balda_9h,BD,1.0,1,"CUBO MADERA SAN MIGUEL 0,0",12.0,56.0,9.0,SAN MIGUEL
012-056-30,5,51139,EU,EU,2.0,1,LUMINOSO VERDE C/BASE D METAL SANMIGUEL,12.0,56.0,30.0,SAN MIGUEL
012-057-01,3,102586,balda_9h,BD,20.0,1,CAMISETA BLANCA ALH LOGO CHICA T-M,12.0,57.0,1.0,ALHAMBRA
012-057-02,3,102588,balda_9h,BD,107.0,1,CAMISETA BLANCA ALHAMBRA HOMBRE T-M,12.0,57.0,2.0,ALHAMBRA
012-057-03,3,123110,balda_9h,BD,125.0,1,"BOLSA GRANDE KRAFT ""LA EDITORA""",12.0,57.0,3.0,ALHAMBRA
012-057-04,3,86044,balda_9h,BD,3.0,1,SERVILLETERO METACRILATO,12.0,57.0,4.0,ALHAMBRA
012-057-05,3,103191,balda_9h,BD,97.0,1,CAMISETA BLANCA ALHAMBRA HOMBRE T-XXL,12.0,57.0,5.0,ALHAMBRA
012-057-06,3,103140,balda_9h,BD,8.0,1,CAMISETA BLANCA T-L CHICA JARDIN ALHAM,12.0,57.0,6.0,ALHAMBRA
012-057-07,3,85010,balda_9h,BD,24.0,1,CUENCO CERAMICA BEIGE MATE,12.0,57.0,7.0,ALHAMBRA
012-057-08,3,102587,balda_9h,BD,6.0,1,CAMISETA BLANCA ALHAMBRA MUJER T-M,12.0,57.0,8.0,ALHAMBRA
012-057-09,3,107164,balda_9h,BD,6.0,1,SUDADERA VERDE 100 ANOS ALHAMBRA TALLA M,12.0,57.0,9.0,ALHAMBRA
012-057-30,4,87061,EU,EU,12.0,1,PAPELERA SOSTENIBILIDAD SOLAN 2025 (EVEN,12.0,57.0,30.0,SOLAN
012-058-09,5,144051,balda_9h,BD,2.0,1,CUBO BLANCO SAN MIGUEL ESPECIAL,12.0,58.0,9.0,SAN MIGUEL
012-058-10,3,23110,EU,EU,1.0,1,MESA MADERA RECTANGULAR 75X100X100,12.0,58.0,10.0,ALHAMBRA
012-058-20,3,122154,EU,EU,569.0,1,TOTE BAG ALHAMBRA RESERVA 1925 62X38CM,12.0,58.0,20.0,ALHAMBRA
012-058-30,3,34039,EU,EU,2.0,1,SOFA NEGRO 1 PLAZA LA TROUPE,12.0,58.0,30.0,ALHAMBRA
012-058-40,12,21022,EU,EU,2.0,1,MESA ALTA CUADRADA TAPA MADERA COLOR CAO,12.0,58.0,40.0,ESPACIOS CERVECERAS
012-059-01,3,86180,balda_9h,BD,400.0,1,PAPEL ALIMENTICIO JARDIN ALHAMBRA 2024 2,12.0,59.0,1.0,ALHAMBRA
012-059-02,3,113073,balda_9h,BD,59.0,1,TOALLA BEIGE Y NEGRA ALHAMBRA,12.0,59.0,2.0,ALHAMBRA
012-059-03,3,105110,balda_9h,BD,6.0,1,PANTALON ANCHO MUJER CRUDO UNICLO,12.0,59.0,3.0,ALHAMBRA
012-059-04,3,125127,balda_9h,BD,1.0,1,TICKET GASTRO VERDE JARDIN ALHAMBRA 2024,12.0,59.0,4.0,ALHAMBRA
012-059-05,3,154086,balda_9h,BD,1.0,1,ALFOMBRA KEPLAN BEIGE 1M,12.0,59.0,5.0,ALHAMBRA
012-059-06,3,179028,balda_9h,BD,122.0,1,BALDA DE ACERO MICROPERFORADAS JARDIN AL,12.0,59.0,6.0,ALHAMBRA
012-059-07,3,125126,balda_9h,BD,2.0,1,TICKET CONSUMICION BLANCO JARDIN ALHAMBR,12.0,59.0,7.0,ALHAMBRA
012-059-08,3,71166,balda_9h,BD,30.0,1,VASO 32CL CRISTAL VERDE DE AGUA ALHAMBRA,12.0,59.0,8.0,ALHAMBRA
012-059-09,3,102216,balda_9h,BD,34.0,1,CAMISETA BLANCA T-M CHICA JARDIN ALHAM,12.0,59.0,9.0,ALHAMBRA
012-059-30,3,32014,EU,EU,32.0,1,TABURETE METAL BLANCO GASTRO (E.FUNLAB)T,12.0,59.0,30.0,ALHAMBRA
012-059-40,3,91226,EU,EU,2.0,1,BARRA ESQUINERA CURVA AZULEJOS DE BARRO,12.0,59.0,40.0,ALHAMBRA
012-060-08,34,51192,balda_9h,BD,1.0,1,LUMINOSO COLGANTE LOGO M BOMBILLAS,12.0,60.0,8.0,CUENTAS NACIONALES
012-060-09,5,144013,balda_9h,BD,3.0,1,CUBO MADERA SELECTA  SAN MIGUEL,12.0,60.0,9.0,SAN MIGUEL
012-060-10,3,91182,EU,EU,2.0,1,BARRA AZULEJOS AZUL ESQUINERA RECTA JARD,12.0,60.0,10.0,ALHAMBRA
012-060-20,3,34039,EU,EU,2.0,1,SOFA NEGRO 1 PLAZA LA TROUPE,12.0,60.0,20.0,ALHAMBRA
012-060-30,3,91182,EU,EU,1.0,1,BARRA AZULEJOS AZUL ESQUINERA RECTA JARD,12.0,60.0,30.0,ALHAMBRA
012-060-40,3,31059,EU,EU,3.0,1,SILLA HILO NEGRO GANS/JARDIN ALHAMBRA,12.0,60.0,40.0,ALHAMBRA
012-061-00,3,179016,suelo_126,S,172.0,1,BALDOSA BARRO PARA ESPOXITOR JARDIN ALH,12.0,61.0,0.0,ALHAMBRA
012-061-10,3,32129,EU,EU,15.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 EV,12.0,61.0,10.0,ALHAMBRA
012-061-20,3,54137,EU,EU,4.0,1,LAMPARA DE BARRO BAJA,12.0,61.0,20.0,ALHAMBRA
012-061-30,3,32129,EU,EU,15.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 EV,12.0,61.0,30.0,ALHAMBRA
012-061-40,3,32129,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 EV,12.0,61.0,40.0,ALHAMBRA
012-062-00,3,205181,suelo_300,S,5.0,1,ESTRUCTURA ESTANTERIA SIMPLE EXPOSITOR J,12.0,62.0,0.0,ALHAMBRA
012-062-30,3,32121,EU,EU,4.0,1,TABURETE ALTO MIMBRE RATAN PATA NEGRA,12.0,62.0,30.0,ALHAMBRA
012-063-00,32,51094,suelo_126,S,1.0,1,LUMINOSO GRANDE ROJO BASE ROJA LOGO M,12.0,63.0,0.0,MCC CENTRO - OESTE
012-063-09,23,51112,balda_9h,BD,1.0,1,LUMINOSO LED VIBRAMAHOU (COMPLICES),12.0,63.0,9.0,MAHOU-MARKETING OCIO
012-063-10,3,51097,EU,EU,2.0,1,LUMINOSO CUAD BLANCO CERVEZAS ALHAMBRA,12.0,63.0,10.0,ALHAMBRA
012-063-20,3,22176,EU,EU,19.0,1,MESA MADERA BAJA PEGABLE JARDIN ALHAMBRA,12.0,63.0,20.0,ALHAMBRA
012-063-30,3,32129,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 EV,12.0,63.0,30.0,ALHAMBRA
012-063-40,3,32129,EU,EU,13.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 EV,12.0,63.0,40.0,ALHAMBRA
012-064-00,3,205181,suelo_300,S,6.0,1,ESTRUCTURA ESTANTERIA SIMPLE EXPOSITOR J,12.0,64.0,0.0,ALHAMBRA
012-064-30,4,87059,EU,EU,8.0,1,PAPELERA SOSTENIBILIDAD SOLAN 2025 (NUEV,12.0,64.0,30.0,SOLAN
012-065-09,6,51293,balda_9h,BD,2.0,1,LUMINOSO NEON FOUNDERS 90X70CM (1507),12.0,65.0,9.0,CRAFT
012-065-10,3,91173,EU,EU,1.0,1,BARRA ARPILLERA PARA BOTELLERO SABOREA,12.0,65.0,10.0,ALHAMBRA
012-065-30,3,91230,EU,EU,1.0,1,MOSTRADOR CERRADO CON RUEDAS JARDIN ALHA,12.0,65.0,30.0,ALHAMBRA
