ART,RESERVA,owner_base,UDS,ADR,QCNT,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte
106339,29,29,19,TJ13601,1,C,12.0,balda_9h,subhueco_balda,1.5833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AZ09605,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
148085,4,4,1,AL104,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
154027,64,64,1,AI05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
44046,3,3,2,97,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA
129126,32,32,235,AK01803,235,C,12.0,balda_9h,subhueco_balda,19.583333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
83121,61,61,6,AJ02201,6,C,12.0,balda_9h,subhueco_balda,0.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98771,71,71,288,AZ12103,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
95013,32,32,2,AP08302,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
149047,64,64,14,AZ00705,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA
51339,7,7,1,AR07204,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
184222,71,71,1,BB09205,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV11708,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
*MULTI*,,sin_asignacion_segura,1,AV03306,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
186025,61,61,219,AJ02201,219,C,12.0,balda_9h,subhueco_balda,18.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148001,3,3,1,AL103,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
61016,29,29,76,AZ12503,1,A,901.0,EU,posicion_rack,0.08435072142064373,match_articulo_propietario; owner=prefijo_RESERVA
61015,61,61,24,AV13109,1,C,12.0,balda_9h,subhueco_balda,2.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98588,61,61,8,AO12404,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98508,77,77,84,AV05002,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
15178,29,29,240,AN03902,1,C,2.0,suelo_126,posicion_suelo,120.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98462,29,29,72,AJ04107,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
133109,33,33,10686,AW09304,1,C,12.0,balda_9h,subhueco_balda,890.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
176022,3,3,1,99,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
186147,32,32,17,AK01803,17,C,12.0,balda_9h,subhueco_balda,1.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
61016,61,61,24,AZ01105,1,B,252.0,EU,posicion_rack,0.09523809523809523,match_articulo; owner=prefijo_RESERVA
14014,29,29,1080,AM11304,1,A,276.0,EU,posicion_rack,3.9130434782608696,match_articulo_propietario; owner=prefijo_RESERVA
103134,33,33,3,BB07302,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AL102,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
184144,61,61,2,AJ02201,1,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
126007,33,33,64,BA04603,64,B,127.0,EU,posicion_rack,0.5039370078740157,match_articulo; owner=prefijo_RESERVA
12019,29,29,264,AT09606,1,B,228.0,EU,posicion_rack,1.1578947368421053,match_articulo; owner=prefijo_RESERVA
71090,61,61,3,AV05405,1,B,228.0,EU,posicion_rack,0.013157894736842105,match_articulo; owner=prefijo_RESERVA
85032,33,33,2,AQ08403,2,B,13.5,EU,posicion_rack,0.14814814814814814,match_articulo; owner=prefijo_RESERVA
103175,29,29,10,AV13002,10,C,12.0,balda_9h,subhueco_balda,0.8333333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
152100,64,64,2,BC08302,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
167015,71,71,1,AJ07207,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98009,14 VOLUNTARIA,14,16,BA02801,16,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
103308,29,29,1,BF07103,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98640,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98593,61,61,1,AO12803,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
151030,29,29,7,AJ09706,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98767,64,64,1,AW11702,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
126003,61,61,68,AJ02201,68,C,12.0,balda_9h,subhueco_balda,5.666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
146065,71,71,2,AK01506,1,A,1.0,EU,posicion_rack,2.0,match_articulo_propietario; owner=prefijo_RESERVA
23101,64,64,4,BA01703,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
144006,29,29,2,AJ02702,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
65036,71,71,402,AU04904,1,B,54.0,balda_9h,subhueco_balda,7.444444444444445,match_articulo; owner=prefijo_RESERVA
148064,61,61,3,F01,1,C,2.0,suelo_300,posicion_suelo,1.5,dimensión >= 250 cm; owner=prefijo_RESERVA
146038,33,33,12,AT11903,1,C,12.0,balda_9h,subhueco_balda,1.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
124224,33,33,23,BB07302,23,C,12.0,balda_9h,subhueco_balda,1.9166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB01505,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
51094,32,32,1,AQ02005,1,A,1.0,suelo_126,posicion_suelo,1.0,match_articulo_propietario; owner=prefijo_RESERVA
148033,37,37,1,AL107,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
186026,61,61,219,AJ02201,219,C,12.0,balda_9h,subhueco_balda,18.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
43047,7,7,1,BB02402,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
85019,71,71,211,AI03805,1,C,12.0,balda_9h,subhueco_balda,17.583333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11013,29,29,1080,AQ04401,1,A,36.0,balda_9h,subhueco_balda,30.0,match_articulo_propietario; owner=prefijo_RESERVA
144024,23,23,1,98,1,A,5.0,EU,posicion_rack,0.2,match_articulo_propietario; owner=prefijo_RESERVA
51076,71,71,1,AQ06404,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AO12404,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
91016,23,23,1,B03,1,A,1.5,AM,posicion_rack,0.6666666666666666,match_articulo_propietario; owner=prefijo_RESERVA
71040,33,33,12,BB13701,12,C,12.0,balda_9h,subhueco_balda,1.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
191066,64,64,9,AI05701,9,C,2.0,suelo_300,posicion_suelo,4.5,dimensión >= 250 cm; owner=prefijo_RESERVA
171000,7,7,2201,BB14402,2201,C,12.0,balda_9h,subhueco_balda,183.41666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
44024,32,32,1,AZ10401,1,A,3.0,EU,posicion_rack,0.3333333333333333,match_articulo_propietario; owner=prefijo_RESERVA
51206,71,71,1,AI05701,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98619,61,61,5,AO14002,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
